total_reward,total_timesteps,max_depth,max_score,max_gold,max_xp
1.0,33.0,1.0,1.0,1.0,0.0
11.0,128.0,1.0,11.0,3.0,2.0
1.0,46.0,1.0,1.0,1.0,0.0
1.0,51.0,1.0,1.0,1.0,0.0
3.0,46.0,1.0,3.0,3.0,0.0
0.0,93.0,1.0,0.0,0.0,0.0
7.0,357.0,1.0,7.0,3.0,1.0
0.0,399.0,1.0,0.0,0.0,0.0
16.0,364.0,1.0,16.0,0.0,4.0
53.0,101.0,1.0,53.0,0.0,0.0
0.0,237.0,1.0,0.0,0.0,0.0
0.0,138.0,1.0,0.0,0.0,0.0
0.0,81.0,1.0,0.0,0.0,0.0
0.0,30.0,1.0,0.0,0.0,0.0
0.0,82.0,1.0,0.0,0.0,0.0
1.0,59.0,1.0,1.0,1.0,0.0
0.0,118.0,1.0,0.0,0.0,0.0
4.0,178.0,1.0,4.0,0.0,1.0
0.0,158.0,1.0,0.0,0.0,0.0
4.0,43.0,1.0,4.0,0.0,1.0
1.0,46.0,1.0,1.0,1.0,0.0
1.0,98.0,1.0,1.0,1.0,0.0
0.0,2.0,1.0,0.0,0.0,0.0
0.0,145.0,1.0,0.0,0.0,0.0
4.0,71.0,1.0,4.0,0.0,1.0
14.0,628.0,1.0,14.0,2.0,1.0
28.0,66.0,1.0,28.0,0.0,6.0
0.0,24.0,1.0,0.0,0.0,0.0
0.0,81.0,1.0,0.0,0.0,0.0
0.0,161.0,1.0,7.0,7.0,0.0
0.0,78.0,1.0,0.0,0.0,0.0
0.0,101.0,1.0,0.0,0.0,0.0
0.0,155.0,1.0,0.0,0.0,0.0
0.0,261.0,1.0,0.0,0.0,0.0
7.0,64.0,1.0,7.0,3.0,1.0
6.0,123.0,1.0,6.0,2.0,1.0
0.0,124.0,1.0,0.0,0.0,0.0
0.0,104.0,1.0,0.0,0.0,0.0
4.0,67.0,1.0,4.0,0.0,1.0
0.0,100.0,1.0,0.0,0.0,0.0
0.0,361.0,1.0,0.0,0.0,0.0
1.0,89.0,1.0,1.0,1.0,0.0
0.0,1.0,1.0,0.0,0.0,0.0
0.0,105.0,1.0,7.0,7.0,0.0
3.0,70.0,1.0,3.0,3.0,0.0
0.0,737.0,1.0,0.0,0.0,0.0
2.0,951.0,1.0,2.0,2.0,0.0
0.0,164.0,1.0,0.0,0.0,0.0
4.0,126.0,1.0,4.0,0.0,1.0
0.0,85.0,1.0,0.0,0.0,0.0
0.0,58.0,1.0,0.0,0.0,0.0
0.0,73.0,1.0,0.0,0.0,0.0
9.0,405.0,1.0,9.0,5.0,1.0
0.0,41.0,1.0,0.0,0.0,0.0
0.0,188.0,1.0,0.0,0.0,0.0
0.0,108.0,1.0,0.0,0.0,0.0
2.0,215.0,1.0,2.0,2.0,0.0
0.0,194.0,1.0,0.0,0.0,0.0
4.0,64.0,1.0,4.0,0.0,1.0
4.0,147.0,1.0,4.0,0.0,1.0
20.0,775.0,1.0,20.0,0.0,5.0
9.0,124.0,1.0,9.0,5.0,1.0
13.0,67.0,1.0,13.0,0.0,0.0
10.0,115.0,1.0,10.0,0.0,0.0
7.0,318.0,1.0,7.0,7.0,0.0
0.0,7.0,1.0,0.0,0.0,0.0
0.0,47.0,1.0,0.0,0.0,0.0
0.0,56.0,1.0,0.0,0.0,0.0
1.0,35.0,1.0,1.0,1.0,0.0
0.0,4.0,1.0,0.0,0.0,0.0
3.0,108.0,1.0,3.0,3.0,0.0
0.0,30.0,1.0,0.0,0.0,0.0
7.0,123.0,1.0,7.0,3.0,1.0
0.0,56.0,1.0,0.0,0.0,0.0
0.0,112.0,1.0,0.0,0.0,0.0
0.0,97.0,1.0,0.0,0.0,0.0
4.0,412.0,1.0,4.0,0.0,1.0
0.0,24.0,1.0,0.0,0.0,0.0
5.0,91.0,1.0,5.0,5.0,0.0
0.0,86.0,1.0,0.0,0.0,0.0
24.0,426.0,1.0,24.0,0.0,5.0
4.0,714.0,1.0,4.0,0.0,1.0
3.0,938.0,1.0,3.0,3.0,0.0
0.0,120.0,1.0,0.0,0.0,0.0
7.0,82.0,1.0,7.0,3.0,1.0
0.0,62.0,1.0,0.0,0.0,0.0
1.0,113.0,1.0,1.0,1.0,0.0
16.0,94.0,1.0,16.0,0.0,4.0
34.0,120.0,1.0,34.0,0.0,6.0
0.0,180.0,1.0,0.0,0.0,0.0
0.0,2.0,1.0,0.0,0.0,0.0
0.0,79.0,1.0,0.0,0.0,0.0
3.0,151.0,1.0,3.0,3.0,0.0
0.0,28.0,1.0,0.0,0.0,0.0
0.0,42.0,1.0,0.0,0.0,0.0
20.0,336.0,1.0,20.0,4.0,4.0
0.0,15.0,1.0,0.0,0.0,0.0
10.0,183.0,1.0,10.0,0.0,0.0
0.0,28.0,1.0,0.0,0.0,0.0
4.0,559.0,1.0,4.0,4.0,0.0
0.0,58.0,1.0,0.0,0.0,0.0
8.0,621.0,1.0,8.0,0.0,2.0
0.0,5.0,1.0,0.0,0.0,0.0
0.0,105.0,1.0,0.0,0.0,0.0
0.0,58.0,1.0,0.0,0.0,0.0
0.0,40.0,1.0,0.0,0.0,0.0
0.0,58.0,1.0,0.0,0.0,0.0
3.0,90.0,1.0,3.0,3.0,0.0
25.0,170.0,1.0,25.0,5.0,4.0
0.0,142.0,1.0,0.0,0.0,0.0
4.0,59.0,1.0,4.0,0.0,1.0
0.0,66.0,1.0,0.0,0.0,0.0
0.0,430.0,1.0,0.0,0.0,0.0
0.0,620.0,1.0,0.0,0.0,0.0
0.0,329.0,1.0,0.0,0.0,0.0
1.0,34.0,1.0,1.0,1.0,0.0
1.0,141.0,1.0,1.0,1.0,0.0
0.0,75.0,1.0,0.0,0.0,0.0
0.0,87.0,1.0,0.0,0.0,0.0
1.0,37.0,1.0,1.0,1.0,0.0
0.0,169.0,1.0,0.0,0.0,0.0
0.0,41.0,1.0,0.0,0.0,0.0
3.0,123.0,1.0,3.0,3.0,0.0
0.0,512.0,1.0,0.0,0.0,0.0
7.0,111.0,1.0,7.0,3.0,1.0
0.0,49.0,1.0,0.0,0.0,0.0
3.0,109.0,1.0,3.0,3.0,0.0
0.0,51.0,1.0,0.0,0.0,0.0
0.0,10.0,1.0,0.0,0.0,0.0
0.0,37.0,1.0,0.0,0.0,0.0
0.0,172.0,1.0,0.0,0.0,0.0
0.0,19.0,1.0,0.0,0.0,0.0
0.0,132.0,1.0,0.0,0.0,0.0
0.0,76.0,1.0,0.0,0.0,0.0
4.0,36.0,1.0,4.0,0.0,1.0
0.0,4.0,1.0,0.0,0.0,0.0
0.0,122.0,1.0,0.0,0.0,0.0
7.0,104.0,1.0,7.0,3.0,1.0
0.0,104.0,1.0,0.0,0.0,0.0
0.0,126.0,1.0,0.0,0.0,0.0
0.0,387.0,1.0,0.0,0.0,0.0
0.0,353.0,1.0,0.0,0.0,0.0
